datetime,inflow_cfs,event,day,elev_obs_ft,elev_rulecurve_ft,elev_shifted_ft,offset_ft,release_shifted_cfs,release_observed_cfs,in_special_release,elev_above_table
2009-01-04 14:00:00,34841.81,2,2009-01-04,712.87,745.50,746.73,33.86,0.00,0.00,False,False
2009-01-04 15:00:00,36497.53,2,2009-01-04,712.87,745.50,746.73,33.86,0.00,0.00,False,False
2009-01-04 16:00:00,38153.25,2,2009-01-04,712.87,745.50,746.73,33.86,0.00,0.00,False,False
2009-01-04 17:00:00,39808.97,2,2009-01-04,712.87,745.50,746.73,33.86,0.00,0.00,False,False
2009-01-04 18:00:00,41464.70,2,2009-01-04,712.87,745.50,746.73,33.86,0.00,0.00,False,False
2009-01-04 19:00:00,43120.41,2,2009-01-04,712.87,745.50,746.73,33.86,0.00,0.00,False,False
2009-01-04 20:00:00,44776.13,2,2009-01-04,712.87,745.50,746.73,33.86,0.00,0.00,False,False
2009-01-04 21:00:00,46431.85,2,2009-01-04,712.87,745.50,746.73,33.86,0.00,0.00,False,False
2009-01-04 22:00:00,48087.57,2,2009-01-04,712.87,745.50,746.73,33.86,0.00,0.00,False,False
2009-01-04 23:00:00,49713.62,2,2009-01-04,712.87,745.50,746.73,33.86,0.00,0.00,False,False
2009-01-05 00:00:00,51230.50,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 01:00:00,52747.39,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 02:00:00,54264.28,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 03:00:00,55781.16,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 04:00:00,57298.05,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 05:00:00,58814.93,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 06:00:00,60331.82,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 07:00:00,61848.71,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 08:00:00,63365.60,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 09:00:00,64882.48,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 10:00:00,66399.37,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 11:00:00,67916.25,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 12:00:00,69433.14,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 13:00:00,70950.03,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 14:00:00,69730.45,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 15:00:00,68458.66,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 16:00:00,67186.88,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 17:00:00,65915.09,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 18:00:00,64643.31,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 19:00:00,63371.52,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 20:00:00,62099.74,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 21:00:00,60827.95,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 22:00:00,59556.17,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-05 23:00:00,58284.38,2,2009-01-05,713.61,745.50,747.47,33.86,0.00,0.00,False,False
2009-01-06 00:00:00,57012.60,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 01:00:00,55740.81,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 02:00:00,54469.03,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 03:00:00,53197.24,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 04:00:00,51925.46,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 05:00:00,50814.51,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 06:00:00,49762.38,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 07:00:00,48710.25,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 08:00:00,47658.12,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 09:00:00,46605.99,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 10:00:00,45553.86,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 11:00:00,44501.73,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 12:00:00,43449.60,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 13:00:00,42397.47,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 14:00:00,41345.34,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 15:00:00,40293.21,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 16:00:00,39241.08,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 17:00:00,38188.95,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 18:00:00,37370.33,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 19:00:00,36770.43,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 20:00:00,36170.53,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 21:00:00,35570.63,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 22:00:00,34970.73,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-06 23:00:00,34370.84,2,2009-01-06,720.71,745.50,754.57,33.86,0.00,0.00,False,False
2009-01-07 00:00:00,33770.94,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 01:00:00,33171.04,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 02:00:00,32571.14,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 03:00:00,31971.24,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 04:00:00,31371.34,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 05:00:00,30771.44,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 06:00:00,30171.54,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 07:00:00,29571.64,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 08:00:00,28971.75,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 09:00:00,28456.60,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 10:00:00,28173.79,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 11:00:00,27890.98,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 12:00:00,27608.17,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 13:00:00,27325.36,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 14:00:00,27042.55,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 15:00:00,26759.74,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 16:00:00,26476.93,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 17:00:00,26194.12,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 18:00:00,25911.31,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 19:00:00,25628.51,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 20:00:00,25345.70,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 21:00:00,25062.89,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 22:00:00,24780.08,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-07 23:00:00,24502.18,2,2009-01-07,732.46,745.50,766.32,33.86,0.00,0.00,False,False
2009-01-08 00:00:00,24360.38,2,2009-01-08,739.17,745.50,773.03,33.86,482.77,0.00,True,False
2009-01-08 01:00:00,24218.59,2,2009-01-08,739.17,745.50,773.03,33.86,447.02,0.00,True,False
2009-01-08 02:00:00,24076.79,2,2009-01-08,739.17,745.50,773.03,33.86,411.28,0.00,True,False
2009-01-08 03:00:00,23935.00,2,2009-01-08,739.17,745.50,773.03,33.86,377.65,0.00,True,False
2009-01-08 04:00:00,23793.21,2,2009-01-08,739.17,745.50,773.03,33.86,346.52,0.00,True,False
2009-01-08 05:00:00,23651.41,2,2009-01-08,739.17,745.50,773.03,33.86,315.38,0.00,True,False
2009-01-08 06:00:00,23509.62,2,2009-01-08,739.17,745.50,773.03,33.86,284.25,0.00,True,False
2009-01-08 07:00:00,23367.82,2,2009-01-08,739.17,745.50,773.03,33.86,253.12,0.00,True,False
2009-01-08 08:00:00,23226.03,2,2009-01-08,739.17,745.50,773.03,33.86,221.98,0.00,True,False
2009-01-08 09:00:00,23084.23,2,2009-01-08,739.17,745.50,773.03,33.86,190.85,0.00,True,False
2009-01-08 10:00:00,22942.44,2,2009-01-08,739.17,745.50,773.03,33.86,164.05,0.00,True,False
2009-01-08 11:00:00,22800.65,2,2009-01-08,739.17,745.50,773.03,33.86,143.60,0.00,True,False
2009-01-08 12:00:00,22658.85,2,2009-01-08,739.17,745.50,773.03,33.86,123.15,0.00,True,False
2009-01-08 13:00:00,22517.06,2,2009-01-08,739.17,745.50,773.03,33.86,102.69,0.00,True,False
2009-01-08 14:00:00,22375.26,2,2009-01-08,739.17,745.50,773.03,33.86,82.24,0.00,True,False
2009-01-08 15:00:00,22233.47,2,2009-01-08,739.17,745.50,773.03,33.86,61.79,0.00,True,False
2009-01-08 16:00:00,22091.67,2,2009-01-08,739.17,745.50,773.03,33.86,41.33,0.00,True,False
2009-01-08 17:00:00,21949.88,2,2009-01-08,739.17,745.50,773.03,33.86,27.67,0.00,True,False
2009-01-08 18:00:00,21808.09,2,2009-01-08,739.17,745.50,773.03,33.86,26.44,0.00,True,False
2009-01-08 19:00:00,21666.29,2,2009-01-08,739.17,745.50,773.03,33.86,25.20,0.00,True,False
2009-01-08 20:00:00,21524.50,2,2009-01-08,739.17,745.50,773.03,33.86,23.96,0.00,True,False
2009-01-08 21:00:00,21382.70,2,2009-01-08,739.17,745.50,773.03,33.86,22.73,0.00,True,False
2009-01-08 22:00:00,21240.91,2,2009-01-08,739.17,745.50,773.03,33.86,21.49,0.00,True,False
2009-01-08 23:00:00,21099.12,2,2009-01-08,739.17,745.50,773.03,33.86,20.25,0.00,True,False
2009-01-09 00:00:00,20957.32,2,2009-01-09,741.74,745.50,775.60,33.86,3327.11,0.00,True,False
2009-01-09 01:00:00,20815.53,2,2009-01-09,741.74,745.50,775.60,33.86,3263.84,0.00,True,False
2009-01-09 02:00:00,20673.73,2,2009-01-09,741.74,745.50,775.60,33.86,3200.57,0.00,True,False
2009-01-09 03:00:00,20531.94,2,2009-01-09,741.74,745.50,775.60,33.86,3137.30,0.00,True,False
2009-01-09 04:00:00,20390.14,2,2009-01-09,741.74,745.50,775.60,33.86,3074.03,0.00,True,False
2009-01-09 05:00:00,20248.35,2,2009-01-09,741.74,745.50,775.60,33.86,3010.76,0.00,True,False
2009-01-09 06:00:00,20106.56,2,2009-01-09,741.74,745.50,775.60,33.86,2947.50,0.00,True,False
2009-01-09 07:00:00,19964.76,2,2009-01-09,741.74,745.50,775.60,33.86,2884.81,0.00,True,False
2009-01-09 08:00:00,19822.97,2,2009-01-09,741.74,745.50,775.60,33.86,2823.86,0.00,True,False
2009-01-09 09:00:00,19704.98,2,2009-01-09,741.74,745.50,775.60,33.86,2773.15,0.00,True,False
2009-01-09 10:00:00,19612.10,2,2009-01-09,741.74,745.50,775.60,33.86,2733.23,0.00,True,False
2009-01-09 11:00:00,19519.21,2,2009-01-09,741.74,745.50,775.60,33.86,2693.31,0.00,True,False
2009-01-09 12:00:00,19426.32,2,2009-01-09,741.74,745.50,775.60,33.86,2653.39,0.00,True,False
2009-01-09 13:00:00,19333.43,2,2009-01-09,741.74,745.50,775.60,33.86,2613.46,0.00,True,False
2009-01-09 14:00:00,19240.54,2,2009-01-09,741.74,745.50,775.60,33.86,2573.54,0.00,True,False
2009-01-09 15:00:00,19147.66,2,2009-01-09,741.74,745.50,775.60,33.86,2533.62,0.00,True,False
2009-01-09 16:00:00,19054.77,2,2009-01-09,741.74,745.50,775.60,33.86,2493.70,0.00,True,False
2009-01-09 17:00:00,18961.88,2,2009-01-09,741.74,745.50,775.60,33.86,2454.46,0.00,True,False
2009-01-09 18:00:00,18869.00,2,2009-01-09,741.74,745.50,775.60,33.86,2416.21,0.00,True,False
2009-01-09 19:00:00,18776.11,2,2009-01-09,741.74,745.50,775.60,33.86,2377.96,0.00,True,False
2009-01-09 20:00:00,18683.22,2,2009-01-09,741.74,745.50,775.60,33.86,2339.71,0.00,True,False
2009-01-09 21:00:00,18590.33,2,2009-01-09,741.74,745.50,775.60,33.86,2301.46,0.00,True,False
2009-01-09 22:00:00,18497.45,2,2009-01-09,741.74,745.50,775.60,33.86,2263.20,0.00,True,False
2009-01-09 23:00:00,18404.56,2,2009-01-09,741.74,745.50,775.60,33.86,2224.95,0.00,True,False
2009-01-10 00:00:00,18311.67,2,2009-01-10,743.41,745.50,777.27,33.86,6941.91,0.00,True,False
2009-01-10 01:00:00,18218.78,2,2009-01-10,743.41,745.50,777.27,33.86,6882.67,0.00,True,False
2009-01-10 02:00:00,18125.90,2,2009-01-10,743.41,745.50,777.27,33.86,6823.43,0.00,True,False
2009-01-10 03:00:00,18033.01,2,2009-01-10,743.41,745.50,777.27,33.86,6764.18,0.00,True,False
2009-01-10 04:00:00,17940.12,2,2009-01-10,743.41,745.50,777.27,33.86,6705.61,0.00,True,False
2009-01-10 05:00:00,17847.23,2,2009-01-10,743.41,745.50,777.27,33.86,6647.40,0.00,True,False
2009-01-10 06:00:00,17754.35,2,2009-01-10,743.41,745.50,777.27,33.86,6589.19,0.00,True,False
2009-01-10 07:00:00,17661.46,2,2009-01-10,743.41,745.50,777.27,33.86,6530.98,0.00,True,False
2009-01-10 08:00:00,17568.57,2,2009-01-10,743.41,745.50,777.27,33.86,6472.77,0.00,True,False
2009-01-10 09:00:00,17475.68,2,2009-01-10,743.41,745.50,777.27,33.86,6414.56,0.00,True,False
2009-01-10 10:00:00,17382.79,2,2009-01-10,743.41,745.50,777.27,33.86,6356.35,0.00,True,False
2009-01-10 11:00:00,17289.91,2,2009-01-10,743.41,745.50,777.27,33.86,6298.14,0.00,True,False
2009-01-10 12:00:00,17197.02,2,2009-01-10,743.41,745.50,777.27,33.86,6239.93,0.00,True,False
2009-01-10 13:00:00,17104.13,2,2009-01-10,743.41,745.50,777.27,33.86,6181.72,0.00,True,False
2009-01-10 14:00:00,17011.24,2,2009-01-10,743.41,745.50,777.27,33.86,6123.51,0.00,True,False
2009-01-10 15:00:00,16918.36,2,2009-01-10,743.41,745.50,777.27,33.86,6066.25,0.00,True,False
2009-01-10 16:00:00,16825.47,2,2009-01-10,743.41,745.50,777.27,33.86,6009.12,0.00,True,False
2009-01-10 17:00:00,16777.73,2,2009-01-10,743.41,745.50,777.27,33.86,5979.76,0.00,True,False
2009-01-10 18:00:00,16731.29,2,2009-01-10,743.41,745.50,777.27,33.86,5951.19,0.00,True,False
2009-01-10 19:00:00,16684.84,2,2009-01-10,743.41,745.50,777.27,33.86,5922.63,0.00,True,False
2009-01-10 20:00:00,16638.40,2,2009-01-10,743.41,745.50,777.27,33.86,5894.07,0.00,True,False
2009-01-10 21:00:00,16591.96,2,2009-01-10,743.41,745.50,777.27,33.86,5865.50,0.00,True,False
2009-01-10 22:00:00,16545.51,2,2009-01-10,743.41,745.50,777.27,33.86,5836.94,0.00,True,False
2009-01-10 23:00:00,16499.07,2,2009-01-10,743.41,745.50,777.27,33.86,5808.38,0.00,True,False
2009-01-11 00:00:00,16452.62,2,2009-01-11,744.66,745.50,778.52,33.86,9058.83,0.00,True,True
2009-01-11 01:00:00,16406.18,2,2009-01-11,744.66,745.50,778.52,33.86,9023.85,0.00,True,True
2009-01-11 02:00:00,16359.74,2,2009-01-11,744.66,745.50,778.52,33.86,8988.88,0.00,True,True
2009-01-11 03:00:00,16313.29,2,2009-01-11,744.66,745.50,778.52,33.86,8953.91,0.00,True,True
2009-01-11 04:00:00,16266.85,2,2009-01-11,744.66,745.50,778.52,33.86,8918.94,0.00,True,True
2009-01-11 05:00:00,16220.41,2,2009-01-11,744.66,745.50,778.52,33.86,8883.97,0.00,True,True
2009-01-11 06:00:00,16173.96,2,2009-01-11,744.66,745.50,778.52,33.86,8848.99,0.00,True,True
2009-01-11 07:00:00,16127.52,2,2009-01-11,744.66,745.50,778.52,33.86,8814.02,0.00,True,True
2009-01-11 08:00:00,16081.07,2,2009-01-11,744.66,745.50,778.52,33.86,8779.05,0.00,True,True
2009-01-11 09:00:00,16034.63,2,2009-01-11,744.66,745.50,778.52,33.86,8744.08,0.00,True,True
2009-01-11 10:00:00,15988.19,2,2009-01-11,744.66,745.50,778.52,33.86,8709.19,0.00,True,True
2009-01-11 11:00:00,15941.74,2,2009-01-11,744.66,745.50,778.52,33.86,8674.54,0.00,True,True
2009-01-11 12:00:00,15895.30,2,2009-01-11,744.66,745.50,778.52,33.86,8639.89,0.00,True,True
2009-01-11 13:00:00,15848.86,2,2009-01-11,744.66,745.50,778.52,33.86,8605.25,0.00,True,True
2009-01-11 14:00:00,15802.41,2,2009-01-11,744.66,745.50,778.52,33.86,8570.60,0.00,True,True
2009-01-11 15:00:00,15755.97,2,2009-01-11,744.66,745.50,778.52,33.86,8535.95,0.00,True,True
2009-01-11 16:00:00,15709.52,2,2009-01-11,744.66,745.50,778.52,33.86,8501.30,0.00,True,True
2009-01-11 17:00:00,15663.08,2,2009-01-11,744.66,745.50,778.52,33.86,8466.66,0.00,True,True
2009-01-11 18:00:00,15616.64,2,2009-01-11,744.66,745.50,778.52,33.86,8432.01,0.00,True,True
2009-01-11 19:00:00,15570.19,2,2009-01-11,744.66,745.50,778.52,33.86,8397.36,0.00,True,True
2009-01-11 20:00:00,15523.75,2,2009-01-11,744.66,745.50,778.52,33.86,8362.72,0.00,True,True
2009-01-11 21:00:00,15477.30,2,2009-01-11,744.66,745.50,778.52,33.86,8328.07,0.00,True,True
2009-01-11 22:00:00,15430.86,2,2009-01-11,744.66,745.50,778.52,33.86,8293.42,0.00,True,True
2009-01-11 23:00:00,15384.42,2,2009-01-11,744.66,745.50,778.52,33.86,8258.78,0.00,True,True
2009-01-12 00:00:00,15333.89,2,2009-01-12,745.51,745.50,779.37,33.86,8221.08,0.00,True,True
2009-01-12 01:00:00,15278.51,2,2009-01-12,745.51,745.50,779.37,33.86,8179.77,0.00,True,True
2009-01-12 02:00:00,15223.14,2,2009-01-12,745.51,745.50,779.37,33.86,8138.46,0.00,True,True
2009-01-12 03:00:00,15167.76,2,2009-01-12,745.51,745.50,779.37,33.86,8097.15,0.00,True,True
2009-01-12 04:00:00,15112.39,2,2009-01-12,745.51,745.50,779.37,33.86,8055.84,0.00,True,True
2009-01-12 05:00:00,15057.01,2,2009-01-12,745.51,745.50,779.37,33.86,8014.53,0.00,True,True
2009-01-12 06:00:00,15001.64,2,2009-01-12,745.51,745.50,779.37,33.86,7973.22,0.00,True,True
2009-01-12 07:00:00,14946.26,2,2009-01-12,745.51,745.50,779.37,33.86,7932.45,0.00,True,True
2009-01-12 08:00:00,14890.89,2,2009-01-12,745.51,745.50,779.37,33.86,7891.69,0.00,True,True
2009-01-12 09:00:00,14835.51,2,2009-01-12,745.51,745.50,779.37,33.86,7850.94,0.00,True,True
2009-01-12 10:00:00,14780.14,2,2009-01-12,745.51,745.50,779.37,33.86,7810.18,0.00,True,True
2009-01-12 11:00:00,14724.76,2,2009-01-12,745.51,745.50,779.37,33.86,7769.42,0.00,True,True
2009-01-12 12:00:00,14669.39,2,2009-01-12,745.51,745.50,779.37,33.86,7728.67,0.00,True,True
2009-01-12 13:00:00,14614.01,2,2009-01-12,745.51,745.50,779.37,33.86,7687.91,0.00,True,True
2009-01-12 14:00:00,14558.63,2,2009-01-12,745.51,745.50,779.37,33.86,7647.16,0.00,True,True
2009-01-12 15:00:00,14503.26,2,2009-01-12,745.51,745.50,779.37,33.86,7606.40,0.00,True,True
2009-01-12 16:00:00,14447.88,2,2009-01-12,745.51,745.50,779.37,33.86,7565.64,0.00,True,True
2009-01-12 17:00:00,14392.51,2,2009-01-12,745.51,745.50,779.37,33.86,7524.89,0.00,True,True
2009-01-12 18:00:00,14337.13,2,2009-01-12,745.51,745.50,779.37,33.86,7484.13,0.00,True,True
2009-01-12 19:00:00,14281.76,2,2009-01-12,745.51,745.50,779.37,33.86,7443.37,0.00,True,True
2009-01-12 20:00:00,14226.38,2,2009-01-12,745.51,745.50,779.37,33.86,7402.62,0.00,True,True
2009-01-12 21:00:00,14171.01,2,2009-01-12,745.51,745.50,779.37,33.86,7361.86,0.00,True,True
2009-01-12 22:00:00,14115.63,2,2009-01-12,745.51,745.50,779.37,33.86,7321.11,0.00,True,True
2009-01-12 23:00:00,14060.26,2,2009-01-12,745.51,745.50,779.37,33.86,7280.35,0.00,True,True
2009-01-13 00:00:00,14004.88,2,2009-01-13,745.97,745.50,779.83,33.86,7239.59,0.00,True,True
2009-01-13 01:00:00,13949.51,2,2009-01-13,745.97,745.50,779.83,33.86,7199.29,0.00,True,True
2009-01-13 02:00:00,13893.19,2,2009-01-13,745.97,745.50,779.83,33.86,7158.35,0.00,True,True
2009-01-13 03:00:00,13800.89,2,2009-01-13,745.97,745.50,779.83,33.86,7091.25,0.00,True,True
2009-01-13 04:00:00,13708.60,2,2009-01-13,745.97,745.50,779.83,33.86,7024.15,0.00,True,True
2009-01-13 05:00:00,13616.31,2,2009-01-13,745.97,745.50,779.83,33.86,6957.06,0.00,True,True
2009-01-13 06:00:00,13524.02,2,2009-01-13,745.97,745.50,779.83,33.86,6889.96,0.00,True,True
2009-01-13 07:00:00,13431.73,2,2009-01-13,745.97,745.50,779.83,33.86,6822.87,0.00,True,True
2009-01-13 08:00:00,13339.43,2,2009-01-13,745.97,745.50,779.83,33.86,6755.77,0.00,True,True
2009-01-13 09:00:00,13247.14,2,2009-01-13,745.97,745.50,779.83,33.86,6688.67,0.00,True,True
2009-01-13 10:00:00,13154.85,2,2009-01-13,745.97,745.50,779.83,33.86,6621.58,0.00,True,True
2009-01-13 11:00:00,13062.56,2,2009-01-13,745.97,745.50,779.83,33.86,6554.48,0.00,True,True
2009-01-13 12:00:00,12970.27,2,2009-01-13,745.97,745.50,779.83,33.86,6487.71,0.00,True,True
2009-01-13 13:00:00,12877.97,2,2009-01-13,745.97,745.50,779.83,33.86,6421.63,0.00,True,True
2009-01-13 14:00:00,12785.68,2,2009-01-13,745.97,745.50,779.83,33.86,6355.55,0.00,True,True
2009-01-13 15:00:00,12693.39,2,2009-01-13,745.97,745.50,779.83,33.86,6289.47,0.00,True,True
2009-01-13 16:00:00,12601.10,2,2009-01-13,745.97,745.50,779.83,33.86,6223.39,0.00,True,True
2009-01-13 17:00:00,12508.81,2,2009-01-13,745.97,745.50,779.83,33.86,6157.30,0.00,True,True
2009-01-13 18:00:00,12416.51,2,2009-01-13,745.97,745.50,779.83,33.86,6091.22,0.00,True,True
2009-01-13 19:00:00,12324.22,2,2009-01-13,745.97,745.50,779.83,33.86,6025.14,0.00,True,True
2009-01-13 20:00:00,12231.93,2,2009-01-13,745.97,745.50,779.83,33.86,5959.06,0.00,True,True
2009-01-13 21:00:00,12139.64,2,2009-01-13,745.97,745.50,779.83,33.86,5892.98,0.00,True,True
2009-01-13 22:00:00,12047.34,2,2009-01-13,745.97,745.50,779.83,33.86,5826.90,0.00,True,True
2009-01-13 23:00:00,11955.05,2,2009-01-13,745.97,745.50,779.83,33.86,5761.36,0.00,True,True
2009-01-14 00:00:00,11862.76,2,2009-01-14,746.20,745.50,780.06,33.86,5696.38,0.00,True,True
2009-01-14 01:00:00,11770.47,2,2009-01-14,746.20,745.50,780.06,33.86,5631.41,0.00,True,True
2009-01-14 02:00:00,11678.18,2,2009-01-14,746.20,745.50,780.06,33.86,5566.44,0.00,True,True
2009-01-14 03:00:00,11585.88,2,2009-01-14,746.20,745.50,780.06,33.86,5501.46,0.00,True,True
2009-01-14 04:00:00,11493.59,2,2009-01-14,746.20,745.50,780.06,33.86,5436.49,0.00,True,True
2009-01-14 05:00:00,11401.30,2,2009-01-14,746.20,745.50,780.06,33.86,5371.52,0.00,True,True
2009-01-14 06:00:00,11309.01,2,2009-01-14,746.20,745.50,780.06,33.86,5306.54,0.00,True,True
2009-01-14 07:00:00,11216.72,2,2009-01-14,746.20,745.50,780.06,33.86,5241.57,0.00,True,True
2009-01-14 08:00:00,11124.42,2,2009-01-14,746.20,745.50,780.06,33.86,5176.59,0.00,True,True
2009-01-14 09:00:00,11032.13,2,2009-01-14,746.20,745.50,780.06,33.86,5111.62,0.00,True,True
2009-01-14 10:00:00,10939.84,2,2009-01-14,746.20,745.50,780.06,33.86,5047.49,0.00,True,True
2009-01-14 11:00:00,10847.55,2,2009-01-14,746.20,745.50,780.06,33.86,4983.81,0.00,True,True
2009-01-14 12:00:00,10755.26,2,2009-01-14,746.20,745.50,780.06,33.86,4920.13,0.00,True,True
2009-01-14 13:00:00,10662.96,2,2009-01-14,746.20,745.50,780.06,33.86,4856.45,0.00,True,True
2009-01-14 14:00:00,10570.67,2,2009-01-14,746.20,745.50,780.06,33.86,4792.76,0.00,True,True
2009-01-14 15:00:00,10478.38,2,2009-01-14,746.20,745.50,780.06,33.86,4729.08,0.00,True,True
2009-01-14 16:00:00,10386.09,2,2009-01-14,746.20,745.50,780.06,33.86,4665.40,0.00,True,True
2009-01-14 17:00:00,10293.79,2,2009-01-14,746.20,745.50,780.06,33.86,4601.72,0.00,True,True
2009-11-07 19:00:00,11746.36,3,2009-11-07,734.99,758.38,758.38,23.39,0.00,0.00,False,False
2009-11-07 20:00:00,11717.83,3,2009-11-07,734.99,758.38,758.38,23.39,0.00,0.00,False,False
2009-11-07 21:00:00,11689.30,3,2009-11-07,734.99,758.38,758.38,23.39,0.00,0.00,False,False
2009-11-07 22:00:00,11660.77,3,2009-11-07,734.99,758.38,758.38,23.39,0.00,0.00,False,False
2009-11-07 23:00:00,11632.23,3,2009-11-07,734.99,758.38,758.38,23.39,0.00,0.00,False,False
2009-11-08 00:00:00,11603.70,3,2009-11-08,735.07,757.84,758.46,23.39,0.00,0.00,False,False
